timestamp,robot,solver,op,batch,n_dof,backend,t_med_ms,t_p95_ms,rel_err_max,peak_gpu_pct,avg_gpu_pct,peak_vram_mb,note
2026-08-18T05:34:14,g1,rbdl,ID,1024,29,cpu,3.8915,3.9574,3.06e-16,,,,python-loop batching; assumes URDF document joint order
2026-08-18T05:34:14,g1,rbdl,FD,1024,29,cpu,7.8533,7.9121,1.619e-14,,,,python-loop batching; assumes URDF document joint order
2026-08-18T05:34:14,g1,rbdl,CRBA,1024,29,cpu,4.5604,4.5769,3.49e-16,,,,python-loop batching; assumes URDF document joint order
2026-08-18T05:34:14,g1,rbdl,ID,4096,29,cpu,15.5382,15.6767,4.111e-16,,,,python-loop batching; assumes URDF document joint order
2026-08-18T05:34:14,g1,rbdl,FD,4096,29,cpu,31.5031,31.6597,4.822e-14,,,,python-loop batching; assumes URDF document joint order
2026-08-18T05:34:14,g1,rbdl,CRBA,4096,29,cpu,18.797,19.0471,4.734e-16,,,,python-loop batching; assumes URDF document joint order
2026-08-18T23:23:24,panda,pyroffi_jax,ID,1,7,gpu,0.1872,0.1941,2.139e-07,0.0,0.0,18785.0,
2026-08-18T23:23:24,panda,pyroffi_jax,FD,1,7,gpu,0.2951,0.3179,9.026e-07,4.0,2.2,18797.0,
2026-08-18T23:23:24,panda,pyroffi_jax,CRBA,1,7,gpu,0.1513,0.1679,3.483e-07,1.0,0.7,18797.0,
2026-08-18T23:23:24,panda,pyroffi_jax,ID,16,7,gpu,0.2211,0.226,2.532e-07,1.0,0.9,18797.0,
2026-08-18T23:23:24,panda,pyroffi_jax,FD,16,7,gpu,0.3225,0.3274,1.134e-06,0.0,0.0,18797.0,
2026-08-18T23:23:24,panda,pyroffi_jax,CRBA,16,7,gpu,0.1934,0.2031,3.459e-07,0.0,0.0,18797.0,
2026-08-18T23:23:24,panda,pyroffi_jax,ID,64,7,gpu,0.2272,0.2405,1.409e-07,22.0,22.0,18799.0,
2026-08-18T23:23:24,panda,pyroffi_jax,FD,64,7,gpu,0.3286,0.3399,9.644e-07,5.0,1.9,18799.0,
2026-08-18T23:23:24,panda,pyroffi_jax,CRBA,64,7,gpu,0.192,0.2014,4.399e-07,17.0,17.0,18799.0,
2026-08-18T23:23:24,panda,pyroffi_jax,ID,256,7,gpu,0.272,0.2862,2.875e-07,1.0,0.5,18799.0,
2026-08-18T23:23:24,panda,pyroffi_jax,FD,256,7,gpu,0.3824,0.3917,1.408e-06,9.0,6.2,18799.0,
2026-08-18T23:23:24,panda,pyroffi_jax,CRBA,256,7,gpu,0.2277,0.2294,5.005e-07,0.0,0.0,18799.0,
2026-08-18T23:23:24,panda,pyroffi_jax,ID,1024,7,gpu,0.3564,0.3625,3.528e-07,12.0,8.8,18799.0,
2026-08-18T23:23:24,panda,pyroffi_jax,FD,1024,7,gpu,0.5107,0.5231,2.303e-06,19.0,19.0,18799.0,
2026-08-18T23:23:24,panda,pyroffi_jax,CRBA,1024,7,gpu,0.2908,0.2983,5.444e-07,1.0,0.5,18799.0,
2026-08-18T23:23:24,panda,pyroffi_jax,ID,4096,7,gpu,0.6688,0.6834,4.008e-07,22.0,13.2,18799.0,
2026-08-18T23:23:24,panda,pyroffi_jax,FD,4096,7,gpu,0.9548,0.9744,2.561e-06,7.0,4.3,18799.0,
2026-08-18T23:23:24,panda,pyroffi_jax,CRBA,4096,7,gpu,0.5808,0.585,6.538e-07,4.0,4.0,18801.0,
2026-08-18T23:26:18,g1,pyroffi_jax,ID,1,29,gpu,0.3826,0.3948,1.894e-07,29.0,29.0,18785.0,
2026-08-18T23:26:18,g1,pyroffi_jax,FD,1,29,gpu,0.5068,0.5152,5.502e-06,16.0,16.0,18797.0,
2026-08-18T23:26:18,g1,pyroffi_jax,CRBA,1,29,gpu,0.348,0.3521,2.892e-07,13.0,6.9,18797.0,
2026-08-18T23:26:18,g1,pyroffi_jax,ID,16,29,gpu,0.5088,0.5111,3.285e-07,0.0,0.0,18799.0,
2026-08-18T23:26:18,g1,pyroffi_jax,FD,16,29,gpu,0.7319,0.7437,8.802e-05,15.0,4.5,18799.0,
2026-08-18T23:26:18,g1,pyroffi_jax,CRBA,16,29,gpu,0.4796,0.4815,2.664e-07,1.0,1.0,18799.0,
2026-08-18T23:26:18,g1,pyroffi_jax,ID,64,29,gpu,0.5633,0.5886,3.109e-07,14.0,6.6,18799.0,
2026-08-18T23:26:18,g1,pyroffi_jax,FD,64,29,gpu,0.7876,0.7933,6.56e-05,0.0,0.0,18801.0,
2026-08-18T23:26:18,g1,pyroffi_jax,CRBA,64,29,gpu,0.5012,0.508,3.702e-07,0.0,0.0,18801.0,
2026-08-18T23:26:18,g1,pyroffi_jax,ID,256,29,gpu,0.6689,0.6711,2.527e-07,0.0,0.0,18801.0,
2026-08-18T23:26:18,g1,pyroffi_jax,FD,256,29,gpu,0.9512,0.9568,8.248e-05,0.0,0.0,18801.0,
2026-08-18T23:26:18,g1,pyroffi_jax,CRBA,256,29,gpu,0.6028,0.6038,3.388e-07,12.0,4.3,18803.0,
2026-08-18T23:26:18,g1,pyroffi_jax,ID,1024,29,gpu,0.9893,1.0021,3.363e-07,2.0,1.3,18803.0,
2026-08-18T23:26:18,g1,pyroffi_jax,FD,1024,29,gpu,1.5783,1.5983,8.693e-05,2.0,1.6,18803.0,
2026-08-18T23:26:18,g1,pyroffi_jax,CRBA,1024,29,gpu,0.9477,0.9494,3.481e-07,0.0,0.0,18803.0,
2026-08-18T23:26:18,g1,pyroffi_jax,ID,4096,29,gpu,2.3299,2.3328,3.469e-07,1.0,0.6,18803.0,
2026-08-18T23:26:18,g1,pyroffi_jax,FD,4096,29,gpu,4.4396,4.5668,0.0001691,0.0,0.0,18805.0,
2026-08-18T23:26:18,g1,pyroffi_jax,CRBA,4096,29,gpu,2.4582,2.6038,3.921e-07,3.0,0.7,18805.0,
